Depth(ft),Block Position(ft),ROP Avg(fph),Total Flow(gpm),Pres Xducer 1(psig),AGRC(api),Hookload Avg(klb),DCWA(klb),DCWX(klb),WOB Avg(klb),Torque Abs Avg(f-kp),DCTA(f-p),DCTX(f-p),DCBA(f-p),DCD(deg),RPM Surface Avg(rpm),Ann Press - EMW(ppg),Temp Annulus(degF),Dens Mud In Avg(ppg),GP_Min_RPM(rpm),GP_Mean_RPM(rpm),GP_Max_RPM(rpm),GP_Tor_Eff(NONE),RPM(rpm),RPM Max(rpm),RPM Min(rpm),StickSlip Ind(NONE),AVGX-M5(g),AVGY-M5(g),AVGZ-M5(g),PEAKX-M5(g),PEAKY-M5(g),PEAKZ-M5(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g)
    17076.0000,38.7491,67.6076,1049.1533,5655.7368,100.1481,744.1617,13.2660,19.3240,14.0092,13.2571,5622.0000,7164.0000,6217.0000,231.4260,80.2623,13.1106,143.9600,12.6000,72.4929,79.6778,86.3513,91.0294,80.3200,97.0000,65.5000,39,0.2000,0.1900,0.0300,2.6000,2.6000,0.2000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17076.5000,38.2573,73.9487,1048.6610,5670.4307,80.7844,743.3398,12.3280,19.3720,14.8279,13.4533,5416.0000,7088.0000,6580.0000,51.4280,80.3279,13.1215,143.9600,12.6000,72.4929,79.6778,86.3513,91.0294,80.9600,100.0000,61.5000,48,0.1600,0.1300,0.0200,1.8000,2.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000
    17077.0000,37.7495,69.1297,1050.1383,5677.5244,85.6994,744.4601,12.4600,17.8560,13.7102,14.2415,5430.0000,6788.0000,5906.0000,282.8540,80.2295,13.1199,143.9600,12.6000,73.0390,80.1478,86.7506,91.1765,80.0000,87.5000,70.0000,22,0.1900,0.1500,0.0200,1.4000,1.8000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17077.5000,37.2629,64.7219,1050.3845,5679.0444,82.9187,744.6830,10.9000,19.0740,13.4842,14.2591,5068.0000,6806.0000,6272.0000,257.1400,80.1639,13.1094,144.1400,12.6000,73.0390,80.1478,86.7506,91.1765,80.6400,85.5000,74.0000,14,0.1900,0.1700,0.0300,1.8000,1.4000,0.2000,0.4000,0.4000,0.2000,4.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17078.0000,36.7498,71.1055,1049.6458,5669.9243,75.2189,745.4645,11.2700,18.3820,12.6971,14.1997,5068.0000,6894.0000,6405.0000,205.7120,80.2416,13.1079,144.1400,12.6000,73.0390,80.1478,86.7506,91.1765,80.0000,85.0000,73.5000,14,0.1900,0.1600,0.0300,3.8000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17078.5000,36.2472,62.6581,1048.9071,5663.3369,82.2599,746.4465,11.0000,17.1540,11.7155,13.2421,4982.0000,6632.0000,7089.0000,308.5680,80.2869,13.1087,144.1400,12.6000,73.8683,80.1478,85.9803,92.2059,80.0000,86.5000,70.0000,21,0.2900,0.2100,0.0200,5.8000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,4.0000,4.0000,1.0000
    17079.0000,35.7495,62.3080,1048.6610,5650.1631,76.1413,746.7235,11.4460,17.2980,11.4488,13.8213,5062.0000,6770.0000,7057.0000,231.4260,80.2049,13.1173,144.1400,12.6000,73.8683,80.1478,85.9803,92.2059,80.9600,87.5000,74.0000,17,0.1800,0.1500,0.0200,3.0000,1.8000,0.2000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17079.5000,35.2498,79.8544,1048.6610,5652.1895,74.6414,745.5945,11.5900,17.8180,12.5654,13.8462,5184.0000,6906.0000,6173.0000,179.9980,80.1984,13.1203,144.1400,12.6000,75.6455,80.1478,84.3296,94.4118,79.6800,85.0000,73.5000,14,0.2500,0.1700,0.0300,2.6000,3.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000
    17080.0000,34.7722,65.9744,1048.6610,5653.2031,84.3212,745.5409,11.0000,18.0480,12.6237,14.0247,5164.0000,6930.0000,7724.0000,205.7120,80.3279,13.1154,144.1400,12.6000,75.6455,80.1478,84.3296,94.4118,79.6800,85.0000,73.5000,14,0.2800,0.2000,0.0200,1.0000,2.2000,0.2000,0.4000,0.4000,0.2000,4.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17080.5000,34.2734,66.4066,1049.3995,5648.6426,72.5802,746.1821,11.4680,17.6520,11.9912,14.1840,5448.0000,6974.0000,6461.0000,231.4260,80.1639,13.1240,144.1400,12.6000,75.6455,80.1478,84.3296,94.4118,79.6800,89.0000,67.5000,27,0.1700,0.1400,0.0200,1.4000,0.6000,0.2000,0.4000,0.4000,0.2000,5.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17081.0000,33.7500,64.7934,1049.8921,5640.5356,92.3308,747.1292,9.3780,14.9560,11.0336,14.0958,4494.0000,6080.0000,7203.0000,179.9980,80.1639,13.1338,144.3200,12.6000,75.6455,80.1478,84.3296,94.4118,81.2800,84.5000,72.5000,15,0.2000,0.1800,0.0300,1.8000,1.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17081.5000,33.2517,66.3614,1048.6610,5636.4819,66.2383,748.3583,8.6480,16.0600,9.8320,13.0331,4214.0000,6002.0000,5609.0000,205.7120,80.3279,13.1187,144.3200,12.6000,73.8586,78.7478,83.2891,93.8235,80.3200,84.0000,75.0000,11,0.2500,0.1800,0.0200,2.2000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17082.0000,32.7794,64.0226,1048.6610,5639.0156,76.5728,747.4518,9.0860,15.2560,10.6883,13.3993,4296.0000,6330.0000,5517.0000,179.9980,80.1639,13.1229,144.3200,12.6000,73.8586,78.7478,83.2891,93.8235,80.3200,84.0000,75.0000,11,0.2800,0.1900,0.0200,4.2000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000
    17082.5000,32.2482,72.1528,1048.6610,5631.4155,72.4828,747.1022,9.3160,16.0580,11.0632,13.5890,4488.0000,5944.0000,6319.0000,308.5680,80.1639,13.1281,144.3200,12.6000,73.8586,78.7478,83.2891,93.8235,79.6800,86.0000,74.0000,15,0.3100,0.2400,0.0200,2.6000,1.4000,0.2000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,4.0000,4.0000,1.0000
    17083.0000,31.7653,67.7383,1049.1533,5628.3750,71.8768,748.1221,8.9820,15.0000,10.0554,13.8774,4362.0000,5900.0000,7918.0000,128.5700,80.3279,13.1187,144.3200,12.6000,71.4987,80.1478,88.1812,89.2647,80.0000,87.0000,70.0000,21,0.3500,0.2000,0.0300,3.8000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000
    17083.5000,31.2462,73.5668,1048.6610,5612.6675,71.1777,747.8885,8.4840,14.2720,10.3007,13.2004,4242.0000,5490.0000,7026.0000,128.5700,80.1639,13.1240,144.3200,12.6000,70.6694,80.1478,88.9516,88.2353,80.6400,86.5000,72.0000,18,0.2600,0.1800,0.0200,2.6000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000,0.4000,0.4000,0.2000,4.0000,5.0000,1.0000
    17084.0000,30.7571,66.4171,1048.4148,5631.9219,69.9157,748.0892,8.6240,13.5620,10.1127,13.2859,4124.0000,5534.0000,6296.0000,51.4280,80.1639,13.1224,144.5000,12.6000,70.6694,80.1478,88.9516,88.2353,80.3200,85.0000,73.5000,14,0.2300,0.1700,0.0300,1.8000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17084.5000,30.2475,78.5455,1048.6610,5627.3613,73.3639,747.7693,8.6860,13.7480,10.4035,13.1273,4076.0000,5274.0000,14897.0000,282.8540,80.2675,13.1187,144.5000,12.6000,73.0818,79.6778,85.8043,91.7647,80.3200,81.5000,76.0000,7,0.2700,0.1900,0.0300,2.6000,1.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,4.0000,4.0000,1.0000
    17085.0000,29.7540,72.9530,1048.6610,5626.3481,85.5534,747.8788,8.6740,14.1440,10.2850,13.8031,4150.0000,5642.0000,6336.0000,231.4260,80.1721,13.1329,144.5000,12.6000,73.0818,79.6778,85.8043,91.7647,80.0000,83.5000,76.5000,9,0.1900,0.1400,0.0200,2.2000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17085.5000,29.2579,77.4334,1048.6610,5623.3081,71.0073,748.2250,8.9580,13.6160,9.9704,13.3321,4224.0000,5382.0000,5768.0000,154.2840,80.3279,13.1269,144.5000,12.6000,73.0818,79.6778,85.8043,91.7647,80.0000,83.5000,76.5000,9,0.1600,0.1500,0.0300,1.8000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17086.0000,28.7731,68.7768,1048.6610,5614.1875,78.4880,748.4650,8.1840,13.5460,9.6936,13.6058,3918.0000,5270.0000,6913.0000,205.7120,80.3115,13.1232,144.5000,12.6000,73.2362,79.2078,84.7544,92.5000,80.6400,85.5000,74.0000,14,0.1600,0.1200,0.0200,1.4000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000
    17086.5000,28.2584,66.6446,1048.4148,5622.2949,78.6786,748.1456,8.5880,13.4320,10.0175,13.0992,3940.0000,5468.0000,8188.0000,359.9960,80.2459,13.1273,144.5000,12.6000,73.2362,79.2078,84.7544,92.5000,80.6400,85.5000,74.0000,14,0.1500,0.1200,0.0300,1.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000
    17087.0000,27.7569,64.1465,1048.6610,5610.1343,65.5594,748.3110,8.8940,14.1460,9.8562,13.6887,4286.0000,5620.0000,8046.0000,282.8540,80.1639,13.1337,144.5000,12.6000,73.1996,79.6778,85.6949,91.9118,80.0000,87.0000,71.5000,19,0.1400,0.1200,0.0200,1.0000,1.0000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17087.5000,27.2566,65.9750,1048.6610,5609.6274,81.4634,747.5540,8.9120,14.5440,10.5991,13.8758,4220.0000,5370.0000,5800.0000,257.1400,80.2157,13.1040,144.6800,12.6000,73.1996,79.6778,85.6949,91.9118,80.0000,87.0000,71.5000,19,0.1300,0.1100,0.0300,1.4000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17088.0000,26.7503,66.8227,1048.9071,5613.6807,76.5728,746.3730,9.4420,14.8280,11.7994,13.4182,4540.0000,5780.0000,6699.0000,25.7140,80.3279,13.1296,144.6800,12.6000,74.5792,80.1478,85.3200,93.0882,80.3200,87.5000,72.5000,19,0.1500,0.1400,0.0200,1.4000,1.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17088.5000,26.2526,81.6270,1049.6458,5601.0137,62.8030,748.3452,9.6160,14.9720,9.8324,13.6110,4498.0000,6000.0000,8169.0000,282.8540,80.1639,13.1314,142.8800,12.6000,71.0248,80.1478,88.6214,88.6765,80.0000,91.0000,68.5000,28,0.1500,0.1000,0.0300,1.0000,1.0000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17089.0000,25.7497,68.2889,1051.1232,5611.6543,86.1349,748.3316,8.4100,12.8000,9.8444,12.7501,3956.0000,5138.0000,6126.0000,308.5680,80.3279,13.1287,142.7000,12.6000,73.5874,79.2078,84.4281,92.9412,80.0000,89.0000,69.0000,25,0.1500,0.1300,0.0200,1.0000,1.4000,0.2000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17089.5000,25.2527,59.9632,1048.4148,5611.6543,75.7032,748.0599,8.4160,12.9700,10.1178,13.8308,3998.0000,5194.0000,7242.0000,282.8540,80.1639,13.1239,142.7000,12.6000,73.6005,81.5577,88.9486,90.2941,80.9600,89.5000,70.5000,23,0.1700,0.1800,0.0300,1.8000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17090.0000,24.7854,49.1758,1051.3694,5608.6138,92.4240,749.0704,7.9240,13.4640,9.0908,13.1109,3886.0000,5012.0000,7099.0000,179.9980,80.3279,13.1280,142.7000,12.6000,73.6005,81.5577,88.9486,90.2941,80.3200,85.0000,71.0000,17,0.2500,0.2400,0.0300,3.4000,1.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17090.5000,24.2486,54.2597,1049.6458,5615.2012,75.0973,748.6302,8.3020,13.3300,9.5316,13.8474,4026.0000,5232.0000,6894.0000,51.4280,80.1639,13.1343,142.5200,12.6000,72.0372,80.6177,88.5876,89.4118,80.0000,84.5000,72.5000,15,0.1800,0.2100,0.0200,1.8000,1.8000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000
    17091.0000,23.7623,79.8041,1049.6458,5608.6138,73.2347,747.7639,10.2300,14.5120,10.4298,14.1014,4560.0000,5802.0000,6536.0000,282.8540,80.2049,13.1205,142.5200,12.6000,74.3422,80.1478,85.5401,92.7941,79.6800,87.5000,71.5000,20,0.2000,0.2000,0.0300,1.8000,1.8000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17091.5000,23.2678,78.0532,1049.1533,5605.5737,72.2881,747.1754,10.4920,16.2220,10.9727,14.0375,4918.0000,6294.0000,7238.0000,128.5700,80.3020,13.1381,142.5200,12.6000,69.0771,79.6778,89.5240,86.7647,80.0000,85.5000,73.5000,15,0.2700,0.2900,0.0300,2.2000,3.0000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17092.0000,22.7961,85.2020,1048.4148,5600.0000,75.2189,747.2032,9.9220,15.6280,10.9584,15.1396,4854.0000,6454.0000,8397.0000,179.9980,80.1639,13.1287,142.5200,12.6000,69.0771,79.6778,89.5240,86.7647,80.0000,87.0000,71.0000,20,0.3400,0.2800,0.0300,2.2000,3.4000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17092.5000,22.2568,84.7741,1048.6610,5596.4531,84.7770,747.1404,9.1420,15.9660,11.0184,14.6643,4540.0000,5978.0000,7311.0000,205.7120,80.3279,13.1283,142.5200,12.6000,60.8246,79.2078,96.2826,76.9118,80.6400,87.0000,73.0000,17,0.2400,0.2400,0.0200,2.2000,2.2000,0.2000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000
    17093.0000,21.7598,80.5738,1048.6610,5611.6543,79.1141,746.9636,9.1860,16.6300,11.2308,14.1562,4584.0000,5810.0000,6303.0000,334.2820,80.3279,13.1234,142.3400,12.6000,69.2864,84.8376,99.2820,81.7647,80.6400,87.0000,73.0000,17,0.2200,0.2300,0.0200,2.6000,1.4000,0.2000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17093.5000,21.2624,60.8971,1048.4148,5612.6675,84.9231,748.0212,7.8740,12.9660,10.1656,13.4900,4192.0000,5652.0000,9150.0000,77.1420,80.2761,13.1399,142.3400,12.6000,70.4490,82.9577,94.5761,85.0000,80.3200,84.5000,75.5000,11,0.2300,0.2300,0.0300,2.2000,2.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17094.0000,20.7568,58.2803,1050.1383,5624.3218,75.8249,748.4556,7.3260,14.1640,9.7261,13.4974,3932.0000,5500.0000,9862.0000,308.5680,80.3279,13.1328,142.3400,12.6000,70.4490,82.9577,94.5761,85.0000,80.3200,89.5000,69.5000,25,0.2400,0.2400,0.0300,2.6000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17094.5000,20.2527,63.8411,1048.9071,5628.8818,88.9157,748.0710,7.2620,13.5920,10.0855,13.8249,3922.0000,5292.0000,8358.0000,257.1400,80.1639,13.1335,142.3400,12.6000,46.2411,77.3378,106.2214,60.0000,80.6400,82.0000,75.0000,9,0.2300,0.2600,0.0200,3.0000,2.2000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17095.0000,20.1133,0.0000,1048.9071,5628.8818,88.8711,753.3748,3.5000,8.6140,2.4972,12.0653,2528.0000,3790.0000,8212.0000,282.8540,80.2131,13.1455,142.5200,12.6000,46.2411,77.3378,106.2214,60.0000,80.0000,83.0000,75.0000,10,0.1400,0.1700,0.0200,1.4000,1.8000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17095.5000,19.6239,0.0000,1049.3995,5510.8218,78.4880,753.4134,0.1720,3.3080,2.4569,10.9196,632.0000,1302.0000,7904.0000,308.5680,80.3279,13.1238,142.5200,12.6000,57.5341,79.6778,100.2454,72.3529,80.3200,92.0000,66.5000,32,0.3600,0.3200,0.0300,3.8000,4.2000,0.4000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.8000,0.2000,5.0000,5.0000,1.0000
    17096.0000,19.1190,0.0000,1048.9071,5497.6479,92.4524,752.4200,1.7040,5.3540,3.4070,12.2151,1022.0000,1924.0000,7863.0000,308.5680,80.2071,13.1369,142.5200,12.6000,57.5341,79.6778,100.2454,72.3529,79.6800,92.5000,68.5000,30,0.3700,0.3600,0.0300,5.8000,4.6000,0.4000,0.4000,0.4000,0.2000,5.0000,4.0000,1.0000,0.4000,0.4000,0.2000,4.0000,4.0000,1.0000
    17096.5000,18.6145,53.7593,1048.6610,5500.1816,85.5534,748.7505,5.2560,9.7040,7.2045,12.5130,2150.0000,2966.0000,7067.0000,282.8540,80.1639,13.1376,142.5200,12.6000,57.5341,79.6778,100.2454,72.3529,80.3200,85.5000,72.5000,16,0.3300,0.3300,0.0300,5.4000,3.4000,0.4000,0.4000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17097.0000,18.1108,32.7784,1048.6610,5498.1543,87.1019,747.0779,6.3920,10.7700,8.7670,13.2110,2762.0000,3534.0000,6894.0000,308.5680,80.3279,13.1305,142.7000,12.6000,71.2779,82.4977,92.9189,86.4706,79.6800,83.5000,72.5000,14,0.3000,0.2800,0.0300,2.2000,3.4000,0.4000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000
    17097.5000,17.6249,34.7816,1048.9071,5500.1816,77.1057,746.1710,7.7400,11.1920,9.6672,13.1251,3472.0000,4362.0000,7875.0000,359.9960,80.3279,13.1279,142.7000,12.6000,71.2779,82.4977,92.9189,86.4706,80.0000,92.0000,66.0000,32,0.3300,0.2900,0.0200,3.4000,2.6000,0.4000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17098.0000,17.1703,49.4421,1048.6610,5494.1011,77.9551,749.9723,6.4200,12.7600,5.7995,13.7556,2844.0000,4820.0000,5933.0000,308.5680,80.2951,13.1230,142.7000,12.6000,71.1433,80.1478,88.5114,88.8235,82.8800,107.0000,69.5000,45,0.3800,0.3400,0.0200,2.6000,1.8000,0.4000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000
    17098.5000,16.6455,53.0537,1048.1686,4973.7271,70.2838,747.1171,8.8500,12.8800,8.7757,10.2997,3580.0000,4716.0000,6639.0000,205.7120,80.3538,13.1271,142.8800,12.6000,71.1433,80.1478,88.5114,88.8235,82.8800,107.0000,69.5000,45,0.2700,0.1600,0.0200,1.0000,1.8000,0.4000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17099.0000,16.1196,34.1358,1048.6610,4998.0483,73.7636,743.5449,8.9500,13.0060,12.2494,15.0723,3756.0000,4898.0000,6896.0000,308.5680,80.1639,13.1177,142.8800,12.6000,71.8877,82.4977,92.3525,87.2059,78.7200,89.5000,65.5000,30,0.8300,0.8100,0.0600,7.4000,3.8000,0.8000,0.8000,0.8000,0.2000,3.0000,4.0000,1.0000,0.8000,0.8000,0.2000,4.0000,5.0000,1.0000
    17099.5000,15.6468,30.0215,1049.8921,5158.6699,79.9351,735.7651,7.7300,11.0960,20.1156,14.1918,2968.0000,3852.0000,6606.0000,308.5680,80.1639,13.1106,142.8800,12.6000,71.8877,82.4977,92.3525,87.2059,82.8800,95.5000,75.5000,24,0.3100,0.2500,0.0200,4.2000,2.6000,0.4000,1.0000,1.0000,0.2000,6.0000,5.0000,1.0000,0.8000,0.8000,0.2000,5.0000,5.0000,1.0000
    17100.0000,15.1115,30.7814,1048.4148,4847.5601,87.6592,744.0942,9.0020,12.8220,11.6921,15.9562,3346.0000,5188.0000,6263.0000,179.9980,80.1639,13.1158,142.8800,12.6000,51.2883,59.0583,66.2754,86.9118,82.8800,95.5000,75.5000,24,0.3200,0.2700,0.0300,3.0000,2.2000,0.4000,0.4000,0.4000,0.2000,6.0000,4.0000,1.0000,0.4000,0.4000,0.2000,3.0000,4.0000,1.0000
    17100.5000,14.6155,93.6045,1049.8921,4904.3101,86.1593,739.6984,10.9280,15.2660,16.0117,16.8376,4518.0000,5860.0000,6674.0000,257.1400,80.3279,13.1233,143.0600,12.6000,51.2883,59.0583,66.2754,86.9118,78.4000,110.5000,51.5000,75,0.3500,0.2300,0.0200,3.0000,2.2000,0.4000,1.0000,0.4000,0.2000,4.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17101.0000,14.1138,63.2787,1048.6610,5023.3833,78.6340,741.1601,10.8160,15.0120,14.7888,16.6016,4454.0000,5558.0000,6724.0000,334.2820,80.3033,13.1263,143.0600,12.6000,47.3027,62.8082,77.2102,75.4412,80.3200,116.0000,35.0000,101,0.3500,0.2100,0.0100,2.2000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17101.5000,13.6157,61.8402,1049.8921,5274.7026,85.6507,736.7822,9.8680,14.1100,18.9881,18.4817,4346.0000,5432.0000,6521.0000,359.9960,80.2377,13.1124,143.0600,12.6000,47.3027,62.8082,77.2102,75.4412,79.6800,128.0000,38.0000,113,0.1700,0.1400,0.0200,1.4000,1.0000,0.4000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,3.0000,1.0000
    17102.0000,13.1279,69.8509,1049.6458,5411.5107,79.5280,738.5705,10.1480,13.5960,17.2975,16.8155,4532.0000,5666.0000,6153.0000,359.9960,80.3115,13.1143,143.0600,12.6000,47.3027,62.8082,77.2102,75.4412,78.4000,101.0000,57.5000,55,0.2100,0.2000,0.0200,1.0000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17102.5000,12.6149,71.5556,1050.3845,5464.2065,86.2323,742.0682,10.8260,13.6900,13.7912,14.6957,4848.0000,5854.0000,5306.0000,25.7140,80.2541,13.1049,143.2400,12.6000,71.6172,80.1478,88.0712,89.4118,81.2800,92.0000,70.5000,26,0.2000,0.1800,0.0200,1.4000,1.4000,0.4000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.2000,0.2000,3.0000,2.0000,1.0000
    17103.0000,12.1685,70.5116,1050.8770,5491.5679,95.8635,742.7216,10.3040,14.1640,13.1047,15.1410,4628.0000,5738.0000,6285.0000,0.0000,80.3279,13.1225,141.6200,12.6000,71.6172,80.1478,88.0712,89.4118,80.0000,88.0000,64.0000,30,0.1900,0.1700,0.0100,1.0000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000
    17103.5000,11.6392,68.1096,1048.6610,5494.6079,96.7086,741.6057,9.9320,14.4760,14.2432,15.8561,4528.0000,5830.0000,5955.0000,359.9960,80.2416,13.1412,141.6200,12.6000,69.2602,81.5577,92.9800,85.0000,79.6800,87.0000,70.0000,21,0.1600,0.1500,0.0200,0.6000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000
    17104.0000,11.1149,74.1491,1048.6610,5494.1011,74.4954,741.6935,9.7180,15.1880,14.1568,16.1947,4516.0000,6058.0000,6228.0000,334.2820,80.1639,13.1296,141.6200,12.6000,69.2602,81.5577,92.9800,85.0000,80.9600,91.0000,67.5000,29,0.1800,0.1600,0.0100,0.6000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17104.5000,10.6260,62.2536,1048.6610,5508.7954,81.3660,742.6233,9.3340,12.8020,13.2189,16.1822,4208.0000,5218.0000,6207.0000,77.1420,80.2869,13.1382,141.4400,12.6000,72.8020,80.1478,86.9707,90.8824,79.6800,90.5000,69.5000,26,0.2100,0.1900,0.0200,1.4000,1.4000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17105.0000,10.1189,74.0923,1048.4148,5487.5142,75.8249,743.2243,10.3220,13.9340,12.6415,15.7687,4636.0000,5706.0000,6575.0000,308.5680,80.1639,13.1210,141.4400,12.6000,72.8020,80.1478,86.9707,90.8824,79.6800,90.5000,69.5000,26,0.2900,0.1800,0.0100,1.4000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000
